Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-6802957,"Oncogenic MAPK signaling",13,93,0.0061252716854376605,0.042735470633525785,0.3418837650682063,44,46,0.0032675095894303167,9606,Homo sapiens,"22866;3690;5595;5245;2243;3265;27044;673;2048;4763;10142;60;815","","R-HSA-9656211;R-HSA-6802919;R-HSA-6802918;R-HSA-9656209;R-HSA-6802916;R-HSA-9651280;R-HSA-9656215;R-HSA-6802915;R-HSA-9656214;R-HSA-6802914;R-HSA-6803234;R-HSA-6803233;R-HSA-9656213;R-HSA-6802912;R-HSA-9656212;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-8936731;R-HSA-6802930;R-HSA-9652165;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802938;R-HSA-6802937;R-HSA-9660538;R-HSA-9660536;R-HSA-8936676;R-HSA-6802837;R-HSA-6802834;R-HSA-6802911;R-HSA-6802910;R-HSA-6803230;R-HSA-6802908;R-HSA-6803227"
R-HSA-2990846,"SUMOylation",23,192,0.012645722189290654,0.04352767175204075,0.348221374016326,42,140,0.009944594402614007,9606,Homo sapiens,"9631;4152;3190;7155;7067;7421;9126;2033;29843;23314;25942;56160;23426;1107;1788;4929;1387;10055;8648;9759;6304;55746;4306","","R-HSA-2993769;R-HSA-8956365;R-HSA-4615872;R-HSA-4570499;R-HSA-4641345;R-HSA-4085296;R-HSA-4755526;R-HSA-4090288;R-HSA-2993763;R-HSA-5228508;R-HSA-2993790;R-HSA-4085994;R-HSA-2993784;R-HSA-2990840;R-HSA-4546387;R-HSA-4655440;R-HSA-2990842;R-HSA-2993781;R-HSA-4615839;R-HSA-2993780;R-HSA-4341016;R-HSA-4615900;R-HSA-3108212;R-HSA-2990833;R-HSA-4719447;R-HSA-3899291;R-HSA-4615910;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4615905;R-HSA-3927959;R-HSA-3000348;R-HSA-4615987;R-HSA-3000411;R-HSA-4720446;R-HSA-4719423;R-HSA-4570493;R-HSA-4720432;R-HSA-4551679;R-HSA-4655355"
R-HSA-111996,"Ca-dependent events",8,48,0.0031614305473226635,0.04399020237274731,0.3519216189819785,16,27,0.001917886063361273,9606,Homo sapiens,"111;26960;5575;5137;5578;109;814;815","","R-HSA-442725;R-HSA-111970;R-HSA-9619127;R-HSA-9619125;R-HSA-8951727;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111955;R-HSA-111925;R-HSA-111956;R-HSA-111930;R-HSA-112282;R-HSA-9668558;R-HSA-9617583;R-HSA-111966"
R-HSA-111885,"Opioid Signalling",15,113,0.00744253441348877,0.04526784237361281,0.3621427389889025,35,59,0.004190936212530189,9606,Homo sapiens,"5530;5575;2770;5519;111;3708;26960;5137;5578;109;814;815;5528;84152;1977","","R-HSA-180038;R-HSA-177284;R-HSA-392206;R-HSA-180047;R-HSA-169683;R-HSA-169680;R-HSA-111955;R-HSA-111956;R-HSA-112282;R-HSA-9668558;R-HSA-111966;R-HSA-442725;R-HSA-111970;R-HSA-9619127;R-HSA-9619125;R-HSA-8951727;R-HSA-170666;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-180073;R-HSA-170671;R-HSA-170674;R-HSA-170672;R-HSA-111925;R-HSA-201783;R-HSA-170676;R-HSA-170677;R-HSA-201787;R-HSA-177275;R-HSA-111930;R-HSA-170686;R-HSA-201790;R-HSA-9617583;R-HSA-170685"
R-HSA-9024446,"NR1H2 and NR1H3-mediated signaling",12,85,0.005598366594217217,0.04717566372357618,0.3774053097886094,19,60,0.004261969029691718,9606,Homo sapiens,"9611;23112;2033;2670;26523;221656;57690;6907;192669;8648;27161;192670;79718","","R-HSA-9024361;R-HSA-9618486;R-HSA-9029517;R-HSA-9029580;R-HSA-9029551;R-HSA-9024334;R-HSA-9029536;R-HSA-9618392;R-HSA-9024386;R-HSA-9657791;R-HSA-9605052;R-HSA-9024326;R-HSA-9624925;R-HSA-9029561;R-HSA-9605057;R-HSA-9618405;R-HSA-9029566;R-HSA-9038545;R-HSA-9618479"
R-HSA-8851708,"Signaling by FGFR2 IIIa TM",5,24,0.0015807152736613318,0.04722460378525328,0.37779683028202626,2,2,1.4206563432305724E-4,9606,Homo sapiens,"1809","","R-HSA-8851710;R-HSA-8853320"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",6,32,0.0021076203648817756,0.04783307199146303,0.3826645759317042,26,26,0.0018468532461997443,9606,Homo sapiens,"2891;4204;2904;2903;25942","","R-HSA-9022728;R-HSA-9022734;R-HSA-9017921;R-HSA-9021954;R-HSA-9020504;R-HSA-9006490;R-HSA-9022365;R-HSA-9022175;R-HSA-9022359;R-HSA-9006507;R-HSA-9005994;R-HSA-9022186;R-HSA-9020513;R-HSA-9017954;R-HSA-9005988;R-HSA-9006585;R-HSA-9021946;R-HSA-9023549;R-HSA-9021948;R-HSA-8986940;R-HSA-9006588;R-HSA-9021951;R-HSA-8986943;R-HSA-9023345;R-HSA-9023346;R-HSA-9023538"
R-HSA-187015,"Activation of TRKA receptors",3,10,6.586313640255549E-4,0.048543089387961036,0.3883447151036883,8,8,5.68262537292229E-4,9606,Homo sapiens,"4914;135","","R-HSA-166544;R-HSA-190065;R-HSA-9612996;R-HSA-166538;R-HSA-166542;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-418886,"Netrin mediated repulsion signals",3,10,6.586313640255549E-4,0.048543089387961036,0.3883447151036883,4,4,2.841312686461145E-4,9606,Homo sapiens,"5781;1630;137970","","R-HSA-373751;R-HSA-373713;R-HSA-418863;R-HSA-418859"
R-HSA-1369007,"Mitochondrial ABC transporters",3,10,6.586313640255549E-4,0.048543089387961036,0.3883447151036883,2,2,1.4206563432305724E-4,9606,Homo sapiens,"773;774;777","","R-HSA-382560;R-HSA-1369065"
R-HSA-446728,"Cell junction organization",13,95,0.006256997958242772,0.04895271906318144,0.3916217525054515,15,37,0.0026282142349765593,9606,Homo sapiens,"23705;2041;1008;1007;2239;1006;10207;1499;667;1012;60;253559;1009","","R-HSA-446372;R-HSA-5692437;R-HSA-446083;R-HSA-432897;R-HSA-420586;R-HSA-430347;R-HSA-446391;R-HSA-420661;R-HSA-420595;R-HSA-420592;R-HSA-432956;R-HSA-433725;R-HSA-446077;R-HSA-419002;R-HSA-419001"
R-HSA-109704,"PI3K Cascade",9,58,0.0038200619113482183,0.04923510555104871,0.39388084440838966,3,6,4.2619690296917176E-4,9606,Homo sapiens,"5140;5781;1809;1808;5290;2260","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-5673000,"RAF activation",7,41,0.002700388592504775,0.05161260292362424,0.40180281898281855,9,12,8.523938059383435E-4,9606,Homo sapiens,"5519;673;2048;5245;3265;815;5528","","R-HSA-5672950;R-HSA-5672966;R-HSA-5672951;R-HSA-5672960;R-HSA-5672961;R-HSA-9653108;R-HSA-5672957;R-HSA-9658445;R-HSA-5672969"
R-HSA-421270,"Cell-cell junction organization",10,68,0.004478693275373773,0.05313056206748268,0.40180281898281855,8,21,0.0014916891603921011,9606,Homo sapiens,"1008;1007;1006;23705;10207;1499;1012;60;253559;1009","","R-HSA-5692437;R-HSA-420661;R-HSA-420595;R-HSA-420592;R-HSA-433725;R-HSA-419002;R-HSA-420586;R-HSA-419001"
R-HSA-2173789,"TGF-beta receptor signaling activates SMADs",8,50,0.0032931568201277745,0.05329481526673685,0.40180281898281855,23,44,0.0031254439551072597,9606,Homo sapiens,"1788;3690;4089;2200;8516;7514;9958;57154","","R-HSA-178178;R-HSA-170850;R-HSA-2128994;R-HSA-2328033;R-HSA-178215;R-HSA-178218;R-HSA-173483;R-HSA-173512;R-HSA-2127562;R-HSA-2167917;R-HSA-178189;R-HSA-170835;R-HSA-2167924;R-HSA-170868;R-HSA-2169046;R-HSA-170843;R-HSA-2396029;R-HSA-2179291;R-HSA-2169050;R-HSA-170846;R-HSA-2179293;R-HSA-2395320;R-HSA-170847"
R-HSA-9013409,"RHOJ GTPase cycle",9,59,0.003885925047750774,0.053643649271969074,0.40180281898281855,3,3,2.1309845148458588E-4,9606,Homo sapiens,"7204;9578;9743;4983;128239;81704;394;57580;5062","","R-HSA-9017488;R-HSA-9017491;R-HSA-9017507"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",6,33,0.0021734835012843312,0.05390822019225383,0.40180281898281855,5,7,4.972297201307004E-4,9606,Homo sapiens,"5519;1995;1499;7471;1857;5528","","R-HSA-201685;R-HSA-3601585;R-HSA-201691;R-HSA-1504186;R-HSA-201677"
R-HSA-373753,"Nephrin family interactions",5,25,0.0016465784100638872,0.05435773677799116,0.40180281898281855,4,13,9.234266230998721E-4,9606,Homo sapiens,"8573;84623;6711;81;5290","","R-HSA-451758;R-HSA-451757;R-HSA-451403;R-HSA-373722"
R-HSA-5654696,"Downstream signaling of activated FGFR2",7,42,0.0027662517289073307,0.05718095397126266,0.40180281898281855,22,23,0.0016337547947151583,9606,Homo sapiens,"5781;1809;3265;5290","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654399;R-HSA-5654620;R-HSA-5654397;R-HSA-5654618;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654607;R-HSA-5654159;R-HSA-8941618;R-HSA-5654701;R-HSA-5654605;R-HSA-5654157;R-HSA-5654603;R-HSA-5654697"
R-HSA-450294,"MAP kinase activation",10,69,0.004544556411776329,0.05740040271183122,0.40180281898281855,19,32,0.002273050149168916,9606,Homo sapiens,"5519;6197;6196;1523;5595;1499;1762;8945;5528;4208","","R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-198731;R-HSA-5684250;R-HSA-450346;R-HSA-198669;R-HSA-5684248;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-450257;R-HSA-198746;R-HSA-199929;R-HSA-450333;R-HSA-199935"
R-HSA-5578768,"Physiological factors",4,18,0.0011855364552459987,0.059970811640510435,0.41979568148357305,2,6,4.2619690296917176E-4,9606,Homo sapiens,"23229;8850;2033;1747","","R-HSA-6784598;R-HSA-2032800"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",6,34,0.0022393466376868865,0.06042984460019507,0.4230089122013655,9,9,6.392953544537576E-4,9606,Homo sapiens,"5781;1809;3265","","R-HSA-5654615;R-HSA-5654608;R-HSA-5654607;R-HSA-5654399;R-HSA-8941618;R-HSA-5654605;R-HSA-5654397;R-HSA-5654618;R-HSA-5654603"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",6,34,0.0022393466376868865,0.06042984460019507,0.4230089122013655,6,6,4.2619690296917176E-4,9606,Homo sapiens,"2900;2899;2898;1742;1739;2901","","R-HSA-500708;R-HSA-451283;R-HSA-451310;R-HSA-451311;R-HSA-500717;R-HSA-451309"
R-HSA-444257,"RSK activation",3,11,7.244945004281104E-4,0.06098511495044112,0.42689580465308785,4,4,2.841312686461145E-4,9606,Homo sapiens,"6197;6196;5595","","R-HSA-9619843;R-HSA-9029434;R-HSA-442739;R-HSA-9620004"
R-HSA-9020933,"Interleukin-23 signaling",3,11,7.244945004281104E-4,0.06098511495044112,0.42689580465308785,9,12,8.523938059383435E-4,9606,Homo sapiens,"2048;23211;1717","","R-HSA-8950364;R-HSA-8950269;R-HSA-8952749;R-HSA-8950591;R-HSA-8950737;R-HSA-447130;R-HSA-8952823;R-HSA-8950583;R-HSA-8950183"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",5,26,0.0017124415464664427,0.06208019950185184,0.4345613965129629,2,9,6.392953544537576E-4,9606,Homo sapiens,"8850;2861;1387;2033;1814","","R-HSA-9604471;R-HSA-9604664"
R-HSA-1839120,"Signaling by FGFR1 amplification mutants",2,5,3.2931568201277747E-4,0.06262014647751102,0.43834102534257713,5,5,3.5516408580764315E-4,9606,Homo sapiens,"1808;2260","","R-HSA-5654544;R-HSA-5654545;R-HSA-2023462;R-HSA-1982066;R-HSA-1982065"
R-HSA-2023837,"Signaling by FGFR2 amplification mutants",2,5,3.2931568201277747E-4,0.06262014647751102,0.43834102534257713,4,4,2.841312686461145E-4,9606,Homo sapiens,"1809","","R-HSA-2029992;R-HSA-2029988;R-HSA-2029989;R-HSA-2067713"
R-HSA-187042,"TRKA activation by NGF",2,5,3.2931568201277747E-4,0.06262014647751102,0.43834102534257713,4,4,2.841312686461145E-4,9606,Homo sapiens,"4914","","R-HSA-166544;R-HSA-190065;R-HSA-166538;R-HSA-166542"
R-HSA-5368598,"Negative regulation of TCF-dependent signaling by DVL-interacting proteins",2,5,3.2931568201277747E-4,0.06262014647751102,0.43834102534257713,2,2,1.4206563432305724E-4,9606,Homo sapiens,"440193;1857","","R-HSA-5368582;R-HSA-5368588"
R-HSA-1368071,"NR1D1 (REV-ERBA) represses gene expression",2,5,3.2931568201277747E-4,0.06262014647751102,0.43834102534257713,1,1,7.103281716152862E-5,9606,Homo sapiens,"9611;9572","","R-HSA-5663252"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",7,43,0.002832114865309886,0.06310711133349456,0.43937909810266795,20,20,0.0014206563432305726,9606,Homo sapiens,"5054;6907;80205;1387;8648;4862;79718","","R-HSA-879724;R-HSA-5663127;R-HSA-5663156;R-HSA-5663124;R-HSA-5663122;R-HSA-8878702;R-HSA-5663132;R-HSA-879782;R-HSA-5663165;R-HSA-1368889;R-HSA-8878679;R-HSA-5663138;R-HSA-5663170;R-HSA-879770;R-HSA-5663105;R-HSA-549424;R-HSA-879798;R-HSA-549364;R-HSA-549428;R-HSA-879762"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",14,109,0.007179081867878548,0.06392686933104197,0.43937909810266795,13,19,0.001349623526069044,9606,Homo sapiens,"9611;2033;23389;7471;6907;80205;23097;1387;2167;8648;9969;9439;3952;79718","","R-HSA-1183058;R-HSA-9732629;R-HSA-560491;R-HSA-560493;R-HSA-1183003;R-HSA-1183032;R-HSA-560517;R-HSA-381290;R-HSA-560472;R-HSA-560473;R-HSA-560510;R-HSA-381309;R-HSA-560498"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",16,129,0.008496344595929657,0.06427893842986054,0.43937909810266795,59,79,0.0056115925557607615,9606,Homo sapiens,"3690;3265;5290;5062;23191;1501;3708;1499;2475;1793;5578;60;5579;10787;1813;2109","","R-HSA-2029465;R-HSA-5218645;R-HSA-5218643;R-HSA-5218642;R-HSA-5218640;R-HSA-5357429;R-HSA-5357432;R-HSA-4420202;R-HSA-187688;R-HSA-5218916;R-HSA-4420206;R-HSA-4420083;R-HSA-5218815;R-HSA-5218814;R-HSA-5218813;R-HSA-5218812;R-HSA-5218811;R-HSA-5218809;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-4420099;R-HSA-5218830;R-HSA-5218828;R-HSA-5218826;R-HSA-5218824;R-HSA-4420107;R-HSA-5218823;R-HSA-5218822;R-HSA-5218821;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-5218847;R-HSA-169683;R-HSA-5218845;R-HSA-169680;R-HSA-5357445;R-HSA-4420117;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-5218836;R-HSA-9691215;R-HSA-5218832;R-HSA-4420128;R-HSA-5218855;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-4420140;R-HSA-5357472;R-HSA-198640;R-HSA-5357477;R-HSA-5357479;R-HSA-4420153;R-HSA-5357483;R-HSA-3928647"
R-HSA-9013423,"RAC3 GTPase cycle",13,100,0.006586313640255549,0.06714697534730252,0.43937909810266795,4,6,4.2619690296917176E-4,9606,Homo sapiens,"27;7204;9743;394;57580;5062;23191;55971;23592;4983;26050;10787;55914","","R-HSA-9018808;R-HSA-9714691;R-HSA-9018804;R-HSA-9018806"
R-HSA-180024,"DARPP-32 events",6,35,0.002305209774089442,0.06739960006355017,0.43937909810266795,10,12,8.523938059383435E-4,9606,Homo sapiens,"5519;5530;5575;5528;84152;1977","","R-HSA-111925;R-HSA-180038;R-HSA-201783;R-HSA-177284;R-HSA-8951727;R-HSA-201787;R-HSA-177275;R-HSA-180073;R-HSA-201790;R-HSA-180047"
R-HSA-418360,"Platelet calcium homeostasis",6,35,0.002305209774089442,0.06739960006355017,0.43937909810266795,4,8,5.68262537292229E-4,9606,Homo sapiens,"3708;478;7225;5026;490;491","","R-HSA-418309;R-HSA-426223;R-HSA-139854;R-HSA-139855"
R-HSA-6802948,"Signaling by high-kinase activity BRAF mutants",7,44,0.0028979780017124417,0.06939311958115502,0.43937909810266795,6,6,4.2619690296917176E-4,9606,Homo sapiens,"22866;3690;673;5595;2243;3265;60","","R-HSA-6802930;R-HSA-6802912;R-HSA-6802911;R-HSA-6802910;R-HSA-6803227;R-HSA-6802938"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",7,44,0.0028979780017124417,0.06939311958115502,0.43937909810266795,11,14,9.944594402614007E-4,9606,Homo sapiens,"5929;1499;7534;8945;57680;7514;6934","","R-HSA-3361751;R-HSA-5368580;R-HSA-3769391;R-HSA-3772430;R-HSA-3769393;R-HSA-3364042;R-HSA-3769392;R-HSA-3769394;R-HSA-5665608;R-HSA-3769383;R-HSA-5626938"
R-HSA-1295596,"Spry regulation of FGF signaling",4,19,0.0012513995916485544,0.07005342960507321,0.43937909810266795,11,11,7.813609887768149E-4,9606,Homo sapiens,"673;5781;5595;10253","","R-HSA-1295634;R-HSA-934559;R-HSA-934604;R-HSA-1295632;R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-1295599;R-HSA-1295613"
R-HSA-196299,"Beta-catenin phosphorylation cascade",4,19,0.0012513995916485544,0.07005342960507321,0.43937909810266795,4,4,2.841312686461145E-4,9606,Homo sapiens,"5519;1995;1499;5528","","R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-174430,"Telomere C-strand synthesis initiation",4,19,0.0012513995916485544,0.07005342960507321,0.43937909810266795,3,4,2.841312686461145E-4,9606,Homo sapiens,"25913;23649;23097;7014","","R-HSA-9668597;R-HSA-174427;R-HSA-174425"
R-RNO-1059683,"Interleukin-6 signaling",4,13,0.0012519260400616333,0.07013731606572371,0.9956931677484687,19,19,0.0023938515812019657,10116,Rattus norvegicus,"3772;2903;2902;2901","","R-RNO-1112602;R-RNO-9681294;R-RNO-1112604;R-RNO-1112727;R-RNO-1112755;R-RNO-1112587;R-RNO-1112510;R-RNO-1112514;R-RNO-1067651;R-RNO-1112708;R-RNO-1067688;R-RNO-1112565;R-RNO-1067640;R-RNO-1067659;R-RNO-1112690;R-RNO-1067667;R-RNO-1112538;R-RNO-1112703;R-RNO-1067676"
R-HSA-9671555,"Signaling by PDGFR in disease",5,27,0.0017783046828689982,0.07038935872597873,0.43937909810266795,22,24,0.001704787611876687,9606,Homo sapiens,"23189;3265;5290;1803;1813","","R-HSA-9672178;R-HSA-9672177;R-HSA-9672176;R-HSA-9674427;R-HSA-9672159;R-HSA-9674398;R-HSA-9674430;R-HSA-9672158;R-HSA-9674397;R-HSA-9672163;R-HSA-9672162;R-HSA-9673761;R-HSA-9673760;R-HSA-9672164;R-HSA-9672170;R-HSA-9674408;R-HSA-9672168;R-HSA-9672175;R-HSA-9674414;R-HSA-9672174;R-HSA-9672173;R-HSA-9672172"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",21,183,0.012052953961667655,0.07322984968377799,0.43937909810266795,33,131,0.00930529904816025,9606,Homo sapiens,"9631;4152;3190;7155;7067;7421;9126;2033;23314;25942;56160;23426;1107;1788;4929;1387;8648;9759;6304;55746;4306","","R-HSA-8956365;R-HSA-4615872;R-HSA-4570499;R-HSA-4641345;R-HSA-4085296;R-HSA-4755526;R-HSA-4090288;R-HSA-5228508;R-HSA-4085994;R-HSA-4546387;R-HSA-4655440;R-HSA-4615839;R-HSA-4341016;R-HSA-4615900;R-HSA-3108212;R-HSA-4719447;R-HSA-3899291;R-HSA-4615910;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4615905;R-HSA-3927959;R-HSA-3000348;R-HSA-4615987;R-HSA-3000411;R-HSA-4720446;R-HSA-4719423;R-HSA-4570493;R-HSA-4720432;R-HSA-4551679;R-HSA-4655355"
R-HSA-1236394,"Signaling by ERBB4",11,82,0.00540077718500955,0.07360669995328073,0.4416401997196844,15,52,0.0036937064923994885,9606,Homo sapiens,"1742;2567;9611;2562;51741;3265;2561;2670;5290;11059;51107","","R-HSA-8954185;R-HSA-1250353;R-HSA-9612593;R-HSA-1253300;R-HSA-8954179;R-HSA-1253343;R-HSA-9612639;R-HSA-1251997;R-HSA-8954182;R-HSA-1250370;R-HSA-1253282;R-HSA-1253319;R-HSA-1253321;R-HSA-1250383;R-HSA-1253325"
R-HSA-9012852,"Signaling by NOTCH3",9,63,0.004149377593360996,0.07379972805566115,0.4427983683339669,11,37,0.0026282142349765593,9606,Homo sapiens,"57534;8850;5087;2861;1387;28514;2033;10320;51107","","R-HSA-9017817;R-HSA-9021451;R-HSA-9021450;R-HSA-9013069;R-HSA-9016861;R-HSA-9016751;R-HSA-9013361;R-HSA-9017120;R-HSA-157145;R-HSA-9013284;R-HSA-9021412"
R-HSA-201688,"WNT mediated activation of DVL",3,12,7.903576368306659E-4,0.07475293587043585,0.44851761522261513,4,4,2.841312686461145E-4,9606,Homo sapiens,"1457;1454;1857","","R-HSA-201717;R-HSA-3772435;R-HSA-3772434;R-HSA-3772436"
R-HSA-8866907,"Activation of the TFAP2 (AP-2) family of transcription factors",3,12,7.903576368306659E-4,0.07475293587043585,0.44851761522261513,2,4,2.841312686461145E-4,9606,Homo sapiens,"1387;51741;2033","","R-HSA-8864307;R-HSA-8864577"
R-HSA-450520,"HuR (ELAVL1) binds and stabilizes mRNA",3,12,7.903576368306659E-4,0.07475293587043585,0.44851761522261513,3,7,4.972297201307004E-4,9606,Homo sapiens,"7514;5578;6418","","R-HSA-450550;R-HSA-450595;R-HSA-450387"
R-HSA-112411,"MAPK1 (ERK2) activation",3,12,7.903576368306659E-4,0.07475293587043585,0.44851761522261513,1,3,2.1309845148458588E-4,9606,Homo sapiens,"5781;2048;2047","","R-HSA-109858"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",6,36,0.0023710729104919974,0.07481701650933437,0.4489020990560062,6,22,0.0015627219775536298,9606,Homo sapiens,"8850;5087;2861;1387;2033;10320","","R-HSA-9021451;R-HSA-9021450;R-HSA-9016861;R-HSA-9016751;R-HSA-9017120;R-HSA-9021412"
