Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-6806667,"Metabolism of fat-soluble vitamins",3,89,0.005861819139827439,0.03129536443601988,0.2748159870471796,9,34,0.0024151157834919734,9606,Homo sapiens,"2547;3949;2262","","R-HSA-975629;R-HSA-975608;R-HSA-2404131;R-HSA-2424254;R-HSA-2423785;R-HSA-2399913;R-HSA-2429643;R-HSA-975633;R-HSA-2855252"
R-HSA-114452,"Activation of BH3-only proteins",2,36,0.0023710729104919974,0.03137471581780882,0.2748159870471796,2,19,0.001349623526069044,9606,Homo sapiens,"7532;7534","","R-HSA-139906;R-HSA-139899"
R-RNO-5578775,"Ion homeostasis",3,61,0.00587442218798151,0.031465062316988646,0.4894189357848737,5,15,0.0018898828272647095,10116,Rattus norvegicus,"2259;2258;2167;2262","","R-RNO-425661;R-RNO-2855020;R-RNO-936897;R-RNO-427910;R-RNO-9684068"
R-HSA-397014,"Muscle contraction",5,232,0.015280247645392873,0.03325725759395437,0.2748159870471796,6,53,0.003764739309561017,9606,Homo sapiens,"782;2259;2258;490;4638","","R-HSA-418309;R-HSA-445813;R-HSA-445797;R-HSA-5577213;R-HSA-5576895;R-HSA-9614031"
R-RNO-438066,"Unblocking of NMDA receptors, glutamate binding and activation",2,26,0.0025038520801232665,0.034643399525780105,0.4894189357848737,2,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2259;2258;2262","","R-RNO-438037;R-RNO-432164"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",3,93,0.0061252716854376605,0.034943504645367995,0.2748159870471796,3,26,0.0018468532461997443,9606,Homo sapiens,"7534;1981;26986","","R-HSA-450551;R-HSA-450580;R-HSA-450620"
R-HSA-422475,"Axon guidance",9,585,0.03852993479549496,0.03576024186992288,0.2748159870471796,54,298,0.02116777951413553,9606,Homo sapiens,"782;2887;27;2047;1981;26986;137970;490;5290","","R-HSA-525833;R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-4093331;R-HSA-3928598;R-HSA-3928597;R-HSA-4093329;R-HSA-3928584;R-HSA-3928591;R-HSA-3928588;R-HSA-3928578;R-HSA-3928583;R-HSA-622390;R-HSA-3928580;R-HSA-376141;R-HSA-428885;R-HSA-373713;R-HSA-428883;R-HSA-9014610;R-HSA-428888;R-HSA-3928657;R-HSA-3928656;R-HSA-373751;R-HSA-9014652;R-HSA-3928654;R-HSA-3928641;R-HSA-3928640;R-HSA-3928645;R-HSA-8853753;R-HSA-8854905;R-HSA-3928644"
R-HSA-392023,"Adrenaline signalling through Alpha-2 adrenergic receptor",1,5,3.2931568201277747E-4,0.03748623394361206,0.2748159870471796,1,1,7.103281716152862E-5,9606,Homo sapiens,"27","","R-HSA-390663"
R-HSA-74752,"Signaling by Insulin receptor",3,99,0.006520450503852994,0.04080953949097499,0.2748159870471796,7,34,0.0024151157834919734,9606,Homo sapiens,"5140;2887;5290","","R-HSA-74737;R-HSA-74707;R-HSA-109699;R-HSA-74740;R-HSA-162363;R-HSA-110011;R-HSA-162425"
R-RNO-936837,"Ion transport by P-type ATPases",3,68,0.0065485362095531584,0.04124425518878816,0.4894189357848737,3,16,0.0020158750157490235,10116,Rattus norvegicus,"2259;2258;2167;2262","","R-RNO-936897;R-RNO-427910;R-RNO-9684068"
R-HSA-8853659,"RET signaling",2,43,0.002832114865309886,0.043256341453560165,0.2748159870471796,2,24,0.001704787611876687,9606,Homo sapiens,"2887;5290","","R-HSA-8853753;R-HSA-8854905"
R-HSA-3065679,"SUMO is proteolytically processed",1,6,3.9517881841533294E-4,0.0448145825685623,0.2748159870471796,3,3,2.1309845148458588E-4,9606,Homo sapiens,"29843","","R-HSA-2990840;R-HSA-2990842;R-HSA-2993763"
R-HSA-9035034,"RHOF GTPase cycle",2,46,0.0030297042745175526,0.048784173023345256,0.2748159870471796,1,3,2.1309845148458588E-4,9606,Homo sapiens,"55971;29843","","R-HSA-9693125"
R-HSA-9675108,"Nervous system development",9,621,0.04090100770598696,0.04894626955473402,0.2748159870471796,54,324,0.023014632760335274,9606,Homo sapiens,"782;2887;27;2047;1981;26986;137970;490;5290","","R-HSA-525833;R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-4093331;R-HSA-3928598;R-HSA-3928597;R-HSA-4093329;R-HSA-3928584;R-HSA-3928591;R-HSA-3928588;R-HSA-3928578;R-HSA-3928583;R-HSA-622390;R-HSA-3928580;R-HSA-376141;R-HSA-428885;R-HSA-373713;R-HSA-428883;R-HSA-9014610;R-HSA-428888;R-HSA-3928657;R-HSA-3928656;R-HSA-373751;R-HSA-9014652;R-HSA-3928654;R-HSA-3928641;R-HSA-3928640;R-HSA-3928645;R-HSA-8853753;R-HSA-8854905;R-HSA-3928644"
R-HSA-451927,"Interleukin-2 family signaling",2,47,0.003095567410920108,0.050680993804092744,0.2748159870471796,44,59,0.004190936212530189,9606,Homo sapiens,"2047;5290","","R-HSA-8985929;R-HSA-8983371;R-HSA-912527;R-HSA-452100;R-HSA-508292;R-HSA-8983309;R-HSA-8983374;R-HSA-452097;R-HSA-8983425;R-HSA-450063;R-HSA-8983424;R-HSA-8983299;R-HSA-452108;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-8985988;R-HSA-508247;R-HSA-9006873;R-HSA-8983384;R-HSA-913374;R-HSA-9005980;R-HSA-8983378;R-HSA-452122;R-HSA-449115;R-HSA-913424;R-HSA-8963734;R-HSA-9006870;R-HSA-451942;R-HSA-919404;R-HSA-8985900;R-HSA-8983394;R-HSA-450027;R-HSA-9011748;R-HSA-9009700;R-HSA-8983335;R-HSA-453111;R-HSA-8985914;R-HSA-9006844;R-HSA-453104;R-HSA-451900;R-HSA-8985973;R-HSA-508282;R-HSA-452091"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",3,109,0.007179081867878548,0.05161461186884453,0.2748159870471796,10,19,0.001349623526069044,9606,Homo sapiens,"80205;23097;2167","","R-HSA-1183058;R-HSA-560472;R-HSA-560473;R-HSA-560491;R-HSA-560493;R-HSA-560510;R-HSA-381309;R-HSA-1183003;R-HSA-560498;R-HSA-560517"
R-HSA-69478,"G2/M DNA replication checkpoint",1,7,4.610419548178884E-4,0.05208761227654457,0.2748159870471796,1,2,1.4206563432305724E-4,9606,Homo sapiens,"2167","","R-HSA-170055"
R-HSA-74713,"IRS activation",1,7,4.610419548178884E-4,0.05208761227654457,0.2748159870471796,1,3,2.1309845148458588E-4,9606,Homo sapiens,"2887","","R-HSA-74707"
R-HSA-9614085,"FOXO-mediated transcription",3,110,0.007244945004281104,0.05276427661969807,0.2748159870471796,4,85,0.006037789458729933,9606,Homo sapiens,"7532;7534;847","","R-HSA-9622738;R-HSA-9614562;R-HSA-9614423;R-HSA-9614564"
R-HSA-1433557,"Signaling by SCF-KIT",2,51,0.00335901995653033,0.05852582606684531,0.2748159870471796,4,39,0.0027702798692996163,9606,Homo sapiens,"2887;5290","","R-HSA-1562641;R-HSA-1433501;R-HSA-205262;R-HSA-1433514"
R-HSA-109703,"PKB-mediated events",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"5140","","R-HSA-162363;R-HSA-162425"
R-HSA-165160,"PDE3B signalling",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"5140","","R-HSA-162363;R-HSA-162425"
R-HSA-1483101,"Synthesis of PS",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,1,2,1.4206563432305724E-4,9606,Homo sapiens,"9791","","R-HSA-1483186"
R-HSA-5362798,"Release of Hh-Np from the secreting cell",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"2262","","R-HSA-5362553;R-HSA-5362427"
R-HSA-5632681,"Ligand-receptor interactions",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,1,4,2.841312686461145E-4,9606,Homo sapiens,"50937","","R-HSA-5632652"
R-HSA-389397,"Orexin and neuropeptides FF and QRFP bind to their respective receptors",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,1,4,2.841312686461145E-4,9606,Homo sapiens,"10886","","R-HSA-389491"
R-HSA-435368,"Zinc efflux and compartmentalization by the SLC30 family",1,8,5.269050912204439E-4,0.05930573704507436,0.2748159870471796,1,7,4.972297201307004E-4,9606,Homo sapiens,"1121","","R-HSA-435366"
R-HSA-2672351,"Stimuli-sensing channels",3,120,0.007903576368306658,0.06492984344227914,0.2748159870471796,2,33,0.002344082966330445,9606,Homo sapiens,"490;11059;140803","","R-HSA-2682349;R-HSA-3295579"
R-HSA-8964026,"Chylomicron clearance",1,9,5.927682276229994E-4,0.06646936778065204,0.2748159870471796,4,4,2.841312686461145E-4,9606,Homo sapiens,"3949","","R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808"
R-HSA-210746,"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells",1,9,5.927682276229994E-4,0.06646936778065204,0.2748159870471796,1,4,2.841312686461145E-4,9606,Homo sapiens,"4821","","R-HSA-210921"
R-HSA-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",2,56,0.0036883356385431073,0.06887483074125722,0.2748159870471796,2,4,2.841312686461145E-4,9606,Homo sapiens,"1981;26986","","R-HSA-450551;R-HSA-450580"
R-HSA-109704,"PI3K Cascade",2,58,0.0038200619113482183,0.07317130179597098,0.2748159870471796,3,6,4.2619690296917176E-4,9606,Homo sapiens,"5140;5290","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-428890,"Role of ABL in ROBO-SLIT signaling",1,10,6.586313640255549E-4,0.07357891234134428,0.2748159870471796,4,4,2.841312686461145E-4,9606,Homo sapiens,"27","","R-HSA-428885;R-HSA-428883;R-HSA-376141;R-HSA-428888"
R-HSA-418886,"Netrin mediated repulsion signals",1,10,6.586313640255549E-4,0.07357891234134428,0.2748159870471796,2,4,2.841312686461145E-4,9606,Homo sapiens,"137970","","R-HSA-373751;R-HSA-373713"
R-HSA-8851907,"MET activates PI3K/AKT signaling",1,10,6.586313640255549E-4,0.07357891234134428,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"5290","","R-HSA-8852019;R-HSA-8851954"
R-HSA-9603381,"Activated NTRK3 signals through PI3K",1,10,6.586313640255549E-4,0.07357891234134428,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"5290","","R-HSA-9603445;R-HSA-9603407"
R-HSA-3371599,"Defective HLCS causes multiple carboxylase deficiency",1,10,6.586313640255549E-4,0.07357891234134428,0.2748159870471796,1,4,2.841312686461145E-4,9606,Homo sapiens,"5091","","R-HSA-9035988"
R-RNO-5673000,"RAF activation",2,40,0.003852080123266564,0.07422848738630472,0.4894189357848737,1,12,0.0015119062618117677,10116,Rattus norvegicus,"2259;2258;2262","","R-RNO-5672969"
R-RNO-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",1,7,6.741140215716487E-4,0.07524236801341389,0.4894189357848737,2,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2259;2258","","R-RNO-111915;R-RNO-442749"
R-RNO-9619229,"Activation of RAC1 downstream of NMDARs",1,7,6.741140215716487E-4,0.07524236801341389,0.4894189357848737,2,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2259;2258","","R-RNO-9619376;R-RNO-9619355"
R-RNO-111932,"CaMK IV-mediated phosphorylation of CREB",1,7,6.741140215716487E-4,0.07524236801341389,0.4894189357848737,2,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2259;2258","","R-RNO-111915;R-RNO-442749"
R-HSA-373752,"Netrin-1 signaling",2,59,0.003885925047750774,0.07535134132411903,0.2748159870471796,3,37,0.0026282142349765593,9606,Homo sapiens,"490;137970","","R-HSA-373751;R-HSA-373713;R-HSA-622390"
R-HSA-112382,"Formation of RNA Pol II elongation complex ",2,60,0.003951788184153329,0.0775519963580702,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"9646;1981","","R-HSA-112379;R-HSA-112381"
R-HSA-75955,"RNA Polymerase II Transcription Elongation",2,61,0.0040176513205558845,0.07977283323956652,0.2748159870471796,5,8,5.68262537292229E-4,9606,Homo sapiens,"9646;1981","","R-HSA-112385;R-HSA-113412;R-HSA-112379;R-HSA-112381;R-HSA-112396"
R-HSA-9028335,"Activated NTRK2 signals through PI3K",1,11,7.244945004281104E-4,0.0806347755592014,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"5290","","R-HSA-9028505;R-HSA-9028519"
R-HSA-8985947,"Interleukin-9 signaling",1,11,7.244945004281104E-4,0.0806347755592014,0.2748159870471796,7,13,9.234266230998721E-4,9606,Homo sapiens,"2047","","R-HSA-8985929;R-HSA-8985914;R-HSA-8985900;R-HSA-8985973;R-HSA-8985988;R-HSA-9011748;R-HSA-8963734"
R-HSA-1253288,"Downregulation of ERBB4 signaling",1,11,7.244945004281104E-4,0.0806347755592014,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"11059","","R-HSA-1253282;R-HSA-1253300"
R-HSA-390696,"Adrenoceptors",1,11,7.244945004281104E-4,0.0806347755592014,0.2748159870471796,2,12,8.523938059383435E-4,9606,Homo sapiens,"27","","R-HSA-9626914;R-HSA-390663"
R-HSA-72649,"Translation initiation complex formation",2,62,0.004083514456958441,0.08201342361450747,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"1981;26986","","R-HSA-156808;R-HSA-157849"
R-HSA-1221632,"Meiotic synapsis",2,62,0.004083514456958441,0.08201342361450747,0.2748159870471796,2,6,4.2619690296917176E-4,9606,Homo sapiens,"93426;23097","","R-HSA-912505;R-HSA-912408"
R-BTA-389397,"Orexin and neuropeptides FF and QRFP bind to their respective receptors",1,8,7.648183556405354E-4,0.08492831589913452,0.9132746456200633,1,4,5.018820577164366E-4,9913,Bos taurus,"29781","","R-BTA-389481"
R-RNO-111957,"Cam-PDE 1 activation",1,8,7.704160246533128E-4,0.08552276232532041,0.4894189357848737,1,2,2.5198437696862794E-4,10116,Rattus norvegicus,"2259;2258","","R-RNO-111956"
R-HSA-109606,"Intrinsic Pathway for Apoptosis",2,64,0.004215240729763551,0.08655217762287681,0.2748159870471796,2,63,0.004475067481176304,9606,Homo sapiens,"7532;7534","","R-HSA-139906;R-HSA-139899"
R-HSA-9020958,"Interleukin-21 signaling",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,5,5,3.5516408580764315E-4,9606,Homo sapiens,"2047","","R-HSA-9006873;R-HSA-9006844;R-HSA-9005980;R-HSA-9006850;R-HSA-9006870"
R-HSA-2025928,"Calcineurin activates NFAT",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,2,3,2.1309845148458588E-4,9606,Homo sapiens,"5530","","R-HSA-2025882;R-HSA-2025890"
R-HSA-430116,"GP1b-IX-V activation signalling",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,4,7,4.972297201307004E-4,9606,Homo sapiens,"7534","","R-HSA-443831;R-HSA-430076;R-HSA-443402;R-HSA-430073"
R-HSA-112411,"MAPK1 (ERK2) activation",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,1,3,2.1309845148458588E-4,9606,Homo sapiens,"2047","","R-HSA-109858"
R-HSA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,1,5,3.5516408580764315E-4,9606,Homo sapiens,"7534","","R-HSA-9604308"
R-HSA-3323169,"Defects in biotin (Btn) metabolism",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,1,6,4.2619690296917176E-4,9606,Homo sapiens,"5091","","R-HSA-9035988"
R-HSA-264870,"Caspase-mediated cleavage of cytoskeletal proteins",1,12,7.903576368306659E-4,0.08763735926251104,0.2748159870471796,1,10,7.103281716152863E-4,9606,Homo sapiens,"4137","","R-HSA-201629"
R-HSA-112399,"IRS-mediated signalling",2,65,0.004281103866166107,0.08884951058132462,0.2748159870471796,4,9,6.392953544537576E-4,9606,Homo sapiens,"5140;5290","","R-HSA-74737;R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-429914,"Deadenylation-dependent mRNA decay",2,65,0.004281103866166107,0.08884951058132462,0.2748159870471796,4,10,7.103281716152863E-4,9606,Homo sapiens,"1981;26986","","R-HSA-430021;R-HSA-429955;R-HSA-8941312;R-HSA-429992"
R-RNO-442755,"Activation of NMDA receptors and postsynaptic events",2,45,0.004333590138674884,0.0906932261027017,0.4894189357848737,6,13,0.0016378984502960817,10116,Rattus norvegicus,"2259;2258;2262","","R-RNO-9619376;R-RNO-438037;R-RNO-111915;R-RNO-9619355;R-RNO-432164;R-RNO-442749"
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",2,66,0.0043469670025686625,0.091164935576875,0.2748159870471796,5,6,4.2619690296917176E-4,9606,Homo sapiens,"1981;26986","","R-HSA-72647;R-HSA-72631;R-HSA-72635;R-HSA-156808;R-HSA-157849"
R-HSA-194315,"Signaling by Rho GTPases",9,709,0.04669696370941184,0.09365980479534652,0.2748159870471796,11,203,0.01441966188379031,9606,Homo sapiens,"55971;7532;57630;27;7534;9181;29843;5290;4638","","R-HSA-9013145;R-HSA-9018808;R-HSA-445797;R-HSA-9018794;R-HSA-5668978;R-HSA-9013023;R-HSA-9693125;R-HSA-75016;R-HSA-8980691;R-HSA-5668984;R-HSA-9014294"
R-HSA-114608,"Platelet degranulation ",3,141,0.009286702232760324,0.09419247490899663,0.2748159870471796,2,11,7.813609887768149E-4,9606,Homo sapiens,"782;3827;3479","","R-HSA-429157;R-HSA-481007"
R-HSA-164843,"2-LTR circle formation",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,3,3,2.1309845148458588E-4,9606,Homo sapiens,"2547","","R-HSA-175174;R-HSA-175258;R-HSA-175177"
R-HSA-9020956,"Interleukin-27 signaling",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,9,20,0.0014206563432305726,9606,Homo sapiens,"2047","","R-HSA-8950537;R-HSA-8950441;R-HSA-8950716;R-HSA-8950210;R-HSA-8950340;R-HSA-448427;R-HSA-8950485;R-HSA-1067646;R-HSA-8950518"
R-HSA-198203,"PI3K/AKT activation",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"5290","","R-HSA-198315;R-HSA-198266"
R-HSA-3215018,"Processing and activation of SUMO",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,3,9,6.392953544537576E-4,9606,Homo sapiens,"29843","","R-HSA-2990840;R-HSA-2990842;R-HSA-2993763"
R-HSA-110056,"MAPK3 (ERK1) activation",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,1,4,2.841312686461145E-4,9606,Homo sapiens,"2047","","R-HSA-109857"
R-HSA-9664873,"Pexophagy",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,2,13,9.234266230998721E-4,9606,Homo sapiens,"84749","","R-HSA-9674131;R-HSA-9674127"
R-HSA-74749,"Signal attenuation",1,13,8.562207732332214E-4,0.09458706229788905,0.2748159870471796,1,7,4.972297201307004E-4,9606,Homo sapiens,"2887","","R-HSA-110011"
